variant_key,model_name,spec_name,rmse_mean,rmse_std,mae_mean,mae_std,r2_mean,r2_std,oos_r2_mean,oos_r2_std,sign_accuracy_mean,sign_accuracy_std
linear_svm__sigmoid,random_forest,two_stage_v2_core,0.009851077348777462,0.0027327719665125078,0.0072351393775159974,0.002002320417951805,-0.02029796255331955,0.05554964506872754,-0.01453923028629689,0.05493107817990214,0.5147736179196853,0.05544060908180172
