variant_key,model_name,spec_name,rmse_mean,rmse_std,mae_mean,mae_std,r2_mean,r2_std,oos_r2_mean,oos_r2_std,sign_accuracy_mean,sign_accuracy_std
linear_svm__sigmoid,random_forest,two_stage_v2_core,0.009845367869647976,0.0027316605378166084,0.0072364890776460454,0.002011235800419357,-0.019075376040063863,0.055372848557021424,-0.013327704965032794,0.05485156372004109,0.5139320058421182,0.06404831452590974
