date,gold_close,gold_source
2018-01-26,1349.8662240329,AlphaVantage:GOLD:daily
2018-01-27,1349.9193423193,AlphaVantage:GOLD:daily
2018-01-28,1351.2509205397,AlphaVantage:GOLD:daily
2018-01-29,1340.999334485,AlphaVantage:GOLD:daily
2018-01-30,1338.4881230463,AlphaVantage:GOLD:daily
2018-01-31,1345.2973339895,AlphaVantage:GOLD:daily
2018-02-01,1348.293842376,AlphaVantage:GOLD:daily
2018-02-02,1333.1125864212,AlphaVantage:GOLD:daily
2018-02-03,1333.2089005026,AlphaVantage:GOLD:daily
2018-02-04,1333.0311795993,AlphaVantage:GOLD:daily
2018-02-05,1339.5255846818,AlphaVantage:GOLD:daily
2018-02-06,1324.9438740614,AlphaVantage:GOLD:daily
2018-02-07,1318.8540603571,AlphaVantage:GOLD:daily
2018-02-08,1321.2255664632,AlphaVantage:GOLD:daily
2018-02-09,1316.2865142402,AlphaVantage:GOLD:daily
2018-02-10,1316.1598912115,AlphaVantage:GOLD:daily
2018-02-11,1316.0925213042,AlphaVantage:GOLD:daily
2018-02-12,1322.7250573308,AlphaVantage:GOLD:daily
2018-02-13,1330.9734051358,AlphaVantage:GOLD:daily
2018-02-14,1352.5956084808,AlphaVantage:GOLD:daily
2018-02-15,1353.461371437,AlphaVantage:GOLD:daily
2018-02-16,1347.593354098,AlphaVantage:GOLD:daily
2018-02-17,1347.5900216713,AlphaVantage:GOLD:daily
2018-02-18,1347.9450577594,AlphaVantage:GOLD:daily
2018-02-19,1345.8702756036,AlphaVantage:GOLD:daily
2018-02-20,1329.7296302925,AlphaVantage:GOLD:daily
2018-02-21,1325.6054180259,AlphaVantage:GOLD:daily
2018-02-22,1330.676652719,AlphaVantage:GOLD:daily
2018-02-23,1329.175049041,AlphaVantage:GOLD:daily
2018-02-24,1329.3276260867,AlphaVantage:GOLD:daily
2018-02-25,1328.4799532375,AlphaVantage:GOLD:daily
2018-02-26,1332.3140994442,AlphaVantage:GOLD:daily
2018-02-27,1317.7344283126,AlphaVantage:GOLD:daily
2018-02-28,1317.5513416287,AlphaVantage:GOLD:daily
2018-03-01,1316.9354129759,AlphaVantage:GOLD:daily
2018-03-02,1322.4758693604,AlphaVantage:GOLD:daily
2018-03-03,1322.6288571164,AlphaVantage:GOLD:daily
2018-03-04,1322.9788191091,AlphaVantage:GOLD:daily
2018-03-05,1320.6640826293,AlphaVantage:GOLD:daily
2018-03-06,1337.4041105032,AlphaVantage:GOLD:daily
2018-03-07,1324.8554470584,AlphaVantage:GOLD:daily
2018-03-08,1321.3166687077,AlphaVantage:GOLD:daily
2018-03-09,1323.2808509908,AlphaVantage:GOLD:daily
2018-03-10,1323.1013495634,AlphaVantage:GOLD:daily
2018-03-11,1322.9788191091,AlphaVantage:GOLD:daily
2018-03-12,1324.0869704701,AlphaVantage:GOLD:daily
2018-03-13,1326.2268567309,AlphaVantage:GOLD:daily
2018-03-14,1324.8046010562,AlphaVantage:GOLD:daily
2018-03-15,1315.8591529376,AlphaVantage:GOLD:daily
2018-03-16,1313.6665062175,AlphaVantage:GOLD:daily
2018-03-17,1314.00001314,AlphaVantage:GOLD:daily
2018-03-18,1312.7666557269,AlphaVantage:GOLD:daily
2018-03-19,1317.0746586887,AlphaVantage:GOLD:daily
2018-03-20,1310.5203370878,AlphaVantage:GOLD:daily
2018-03-21,1331.8218676272,AlphaVantage:GOLD:daily
2018-03-22,1331.5855142962,AlphaVantage:GOLD:daily
2018-03-23,1347.2109258671,AlphaVantage:GOLD:daily
2018-03-24,1347.4365020548,AlphaVantage:GOLD:daily
2018-03-25,1348.0268257338,AlphaVantage:GOLD:daily
2018-03-26,1353.0789494197,AlphaVantage:GOLD:daily
2018-03-27,1345.1973519001,AlphaVantage:GOLD:daily
2018-03-28,1325.8208261545,AlphaVantage:GOLD:daily
2018-03-29,1324.6629673219,AlphaVantage:GOLD:daily
2018-03-30,1323.103094874,AlphaVantage:GOLD:daily
2018-03-31,1322.6550978434,AlphaVantage:GOLD:daily
2018-04-01,1326.4622588326,AlphaVantage:GOLD:daily
2018-04-02,1341.6489335074,AlphaVantage:GOLD:daily
2018-04-03,1333.0269122749,AlphaVantage:GOLD:daily
2018-04-04,1333.2621911641,AlphaVantage:GOLD:daily
2018-04-05,1329.4969889488,AlphaVantage:GOLD:daily
2018-04-06,1333.1440517961,AlphaVantage:GOLD:daily
2018-04-07,1333.2711140147,AlphaVantage:GOLD:daily
2018-04-08,1332.9689884765,AlphaVantage:GOLD:daily
2018-04-09,1336.4542007054,AlphaVantage:GOLD:daily
2018-04-10,1341.0876698443,AlphaVantage:GOLD:daily
2018-04-11,1353.0289443235,AlphaVantage:GOLD:daily
2018-04-12,1337.2209106471,AlphaVantage:GOLD:daily
2018-04-13,1345.3886760118,AlphaVantage:GOLD:daily
2018-04-14,1345.5780939886,AlphaVantage:GOLD:daily
2018-04-15,1343.9956992138,AlphaVantage:GOLD:daily
2018-04-16,1347.1605652752,AlphaVantage:GOLD:daily
2018-04-17,1346.4023501241,AlphaVantage:GOLD:daily
2018-04-18,1350.308932449,AlphaVantage:GOLD:daily
2018-04-19,1345.1920196223,AlphaVantage:GOLD:daily
2018-04-20,1335.8026028224,AlphaVantage:GOLD:daily
2018-04-21,1336.3445630821,AlphaVantage:GOLD:daily
2018-04-22,1333.2177877917,AlphaVantage:GOLD:daily
2018-04-23,1324.3004219651,AlphaVantage:GOLD:daily
2018-04-24,1331.1966490556,AlphaVantage:GOLD:daily
2018-04-25,1322.8666730641,AlphaVantage:GOLD:daily
2018-04-26,1317.4995455536,AlphaVantage:GOLD:daily
2018-04-27,1323.1492600575,AlphaVantage:GOLD:daily
2018-04-28,1323.2239027166,AlphaVantage:GOLD:daily
2018-04-29,1323.0925966354,AlphaVantage:GOLD:daily
2018-04-30,1315.3134285538,AlphaVantage:GOLD:daily
2018-05-01,1304.8717750073,AlphaVantage:GOLD:daily
2018-05-02,1305.3008438245,AlphaVantage:GOLD:daily
2018-05-03,1312.1598018018,AlphaVantage:GOLD:daily
2018-05-04,1315.1326396507,AlphaVantage:GOLD:daily
2018-05-05,1315.3740923919,AlphaVantage:GOLD:daily
2018-05-06,1314.397250281,AlphaVantage:GOLD:daily
2018-05-07,1315.1772561484,AlphaVantage:GOLD:daily
2018-05-08,1315.4209962882,AlphaVantage:GOLD:daily
2018-05-09,1312.4147165437,AlphaVantage:GOLD:daily
2018-05-10,1321.0699638501,AlphaVantage:GOLD:daily
2018-05-11,1318.4613581246,AlphaVantage:GOLD:daily
2018-05-12,1318.8523346983,AlphaVantage:GOLD:daily
2018-05-13,1319.7748464112,AlphaVantage:GOLD:daily
2018-05-14,1313.432665867,AlphaVantage:GOLD:daily
2018-05-15,1298.9320682239,AlphaVantage:GOLD:daily
2018-05-16,1291.3269734329,AlphaVantage:GOLD:daily
2018-05-17,1289.9820262504,AlphaVantage:GOLD:daily
2018-05-18,1292.2604392706,AlphaVantage:GOLD:daily
2018-05-19,1292.6409948165,AlphaVantage:GOLD:daily
2018-05-20,1291.572489506,AlphaVantage:GOLD:daily
2018-05-21,1292.2734312024,AlphaVantage:GOLD:daily
2018-05-22,1292.99123611,AlphaVantage:GOLD:daily
2018-05-23,1294.4787175585,AlphaVantage:GOLD:daily
2018-05-24,1304.7989107954,AlphaVantage:GOLD:daily
2018-05-25,1301.0335370209,AlphaVantage:GOLD:daily
2018-05-26,1300.9653162647,AlphaVantage:GOLD:daily
2018-05-27,1298.7265985701,AlphaVantage:GOLD:daily
2018-05-28,1298.1819539449,AlphaVantage:GOLD:daily
2018-05-29,1300.7341789751,AlphaVantage:GOLD:daily
2018-05-30,1301.9184551488,AlphaVantage:GOLD:daily
2018-05-31,1299.312419415,AlphaVantage:GOLD:daily
2018-06-01,1293.1587683455,AlphaVantage:GOLD:daily
2018-06-02,1293.3682542762,AlphaVantage:GOLD:daily
2018-06-03,1293.2595313227,AlphaVantage:GOLD:daily
2018-06-04,1291.7195835627,AlphaVantage:GOLD:daily
2018-06-05,1296.559605176,AlphaVantage:GOLD:daily
2018-06-06,1296.8290714709,AlphaVantage:GOLD:daily
2018-06-07,1297.0412504852,AlphaVantage:GOLD:daily
2018-06-08,1298.4730683648,AlphaVantage:GOLD:daily
2018-06-09,1298.7097318814,AlphaVantage:GOLD:daily
2018-06-10,1298.9712147979,AlphaVantage:GOLD:daily
2018-06-11,1298.8898648069,AlphaVantage:GOLD:daily
2018-06-12,1295.498426087,AlphaVantage:GOLD:daily
2018-06-13,1299.1460058982,AlphaVantage:GOLD:daily
2018-06-14,1302.1288563249,AlphaVantage:GOLD:daily
2018-06-15,1279.8302685562,AlphaVantage:GOLD:daily
2018-06-16,1280.245807195,AlphaVantage:GOLD:daily
2018-06-17,1280.7131010547,AlphaVantage:GOLD:daily
2018-06-18,1279.9138690763,AlphaVantage:GOLD:daily
2018-06-19,1275.0269405032,AlphaVantage:GOLD:daily
2018-06-20,1268.7724586795,AlphaVantage:GOLD:daily
2018-06-21,1267.2106762764,AlphaVantage:GOLD:daily
2018-06-22,1268.9824487738,AlphaVantage:GOLD:daily
2018-06-23,1269.2288165711,AlphaVantage:GOLD:daily
2018-06-24,1270.8902586262,AlphaVantage:GOLD:daily
2018-06-25,1265.6071328351,AlphaVantage:GOLD:daily
2018-06-26,1258.2529026887,AlphaVantage:GOLD:daily
2018-06-27,1252.5810779879,AlphaVantage:GOLD:daily
2018-06-28,1248.3412119777,AlphaVantage:GOLD:daily
2018-06-29,1252.7442472758,AlphaVantage:GOLD:daily
2018-06-30,1252.9915172474,AlphaVantage:GOLD:daily
2018-07-01,1253.3055935029,AlphaVantage:GOLD:daily
2018-07-02,1242.0275570124,AlphaVantage:GOLD:daily
2018-07-03,1254.050712503,AlphaVantage:GOLD:daily
2018-07-04,1256.4857784761,AlphaVantage:GOLD:daily
2018-07-05,1257.520945208,AlphaVantage:GOLD:daily
2018-07-06,1254.6311565062,AlphaVantage:GOLD:daily
2018-07-07,1254.8468459425,AlphaVantage:GOLD:daily
2018-07-08,1256.3918937595,AlphaVantage:GOLD:daily
2018-07-09,1257.8981078072,AlphaVantage:GOLD:daily
2018-07-10,1255.9307423713,AlphaVantage:GOLD:daily
2018-07-11,1242.2676117475,AlphaVantage:GOLD:daily
2018-07-12,1246.0424883325,AlphaVantage:GOLD:daily
2018-07-13,1241.0685607642,AlphaVantage:GOLD:daily
2018-07-14,1241.1028439872,AlphaVantage:GOLD:daily
2018-07-15,1240.9642292061,AlphaVantage:GOLD:daily
2018-07-16,1240.5223626408,AlphaVantage:GOLD:daily
2018-07-17,1227.1162119741,AlphaVantage:GOLD:daily
2018-07-18,1226.9564095079,AlphaVantage:GOLD:daily
2018-07-19,1223.3100121626,AlphaVantage:GOLD:daily
2018-07-20,1231.5808908623,AlphaVantage:GOLD:daily
2018-07-21,1231.6863633844,AlphaVantage:GOLD:daily
2018-07-22,1232.9696072992,AlphaVantage:GOLD:daily
2018-07-23,1224.1533513238,AlphaVantage:GOLD:daily
2018-07-24,1224.9581026145,AlphaVantage:GOLD:daily
2018-07-25,1232.4468180992,AlphaVantage:GOLD:daily
2018-07-26,1223.4861198362,AlphaVantage:GOLD:daily
2018-07-27,1222.7721525311,AlphaVantage:GOLD:daily
2018-07-28,1227.3176359408,AlphaVantage:GOLD:daily
2018-07-29,1222.5163053112,AlphaVantage:GOLD:daily
2018-07-30,1222.0956657514,AlphaVantage:GOLD:daily
2018-07-31,1223.8566543187,AlphaVantage:GOLD:daily
2018-08-01,1217.1355778091,AlphaVantage:GOLD:daily
2018-08-02,1207.8966478821,AlphaVantage:GOLD:daily
2018-08-03,1213.3704102192,AlphaVantage:GOLD:daily
2018-08-04,1213.5406869854,AlphaVantage:GOLD:daily
2018-08-05,1214.9856327949,AlphaVantage:GOLD:daily
2018-08-06,1207.9878696157,AlphaVantage:GOLD:daily
2018-08-07,1211.7543156971,AlphaVantage:GOLD:daily
2018-08-08,1213.392748247,AlphaVantage:GOLD:daily
2018-08-09,1212.0952896437,AlphaVantage:GOLD:daily
2018-08-10,1210.9195263573,AlphaVantage:GOLD:daily
2018-08-11,1210.9542925302,AlphaVantage:GOLD:daily
2018-08-12,1212.253457953,AlphaVantage:GOLD:daily
2018-08-13,1193.163472563,AlphaVantage:GOLD:daily
2018-08-14,1193.6400225178,AlphaVantage:GOLD:daily
2018-08-15,1178.8117302969,AlphaVantage:GOLD:daily
2018-08-16,1178.5698092351,AlphaVantage:GOLD:daily
2018-08-17,1185.4451052974,AlphaVantage:GOLD:daily
2018-08-18,1231.5270935961,AlphaVantage:GOLD:daily
2018-08-19,1230.7692307692,AlphaVantage:GOLD:daily
2018-08-20,1190.6481240427,AlphaVantage:GOLD:daily
2018-08-21,1196.0119248232,AlphaVantage:GOLD:daily
2018-08-22,1195.4796231319,AlphaVantage:GOLD:daily
2018-08-23,1184.7831984551,AlphaVantage:GOLD:daily
2018-08-24,1205.9637754171,AlphaVantage:GOLD:daily
2018-08-25,1206.1707696576,AlphaVantage:GOLD:daily
2018-08-26,1207.6346663607,AlphaVantage:GOLD:daily
2018-08-27,1210.8846569603,AlphaVantage:GOLD:daily
2018-08-28,1201.8621465503,AlphaVantage:GOLD:daily
2018-08-29,1207.0595255704,AlphaVantage:GOLD:daily
2018-08-30,1200.2253622068,AlphaVantage:GOLD:daily
2018-08-31,1200.881574462,AlphaVantage:GOLD:daily
2018-09-01,1200.7973294267,AlphaVantage:GOLD:daily
2018-09-02,1199.1270355181,AlphaVantage:GOLD:daily
2018-09-03,1200.5735629181,AlphaVantage:GOLD:daily
2018-09-04,1191.6912603771,AlphaVantage:GOLD:daily
2018-09-05,1197.0262398098,AlphaVantage:GOLD:daily
2018-09-06,1200.4787095289,AlphaVantage:GOLD:daily
2018-09-07,1195.8251051731,AlphaVantage:GOLD:daily
2018-09-08,1196.0577935126,AlphaVantage:GOLD:daily
2018-09-09,1196.2080205748,AlphaVantage:GOLD:daily
2018-09-10,1195.0958015982,AlphaVantage:GOLD:daily
2018-09-11,1197.4335631569,AlphaVantage:GOLD:daily
2018-09-12,1205.9934389345,AlphaVantage:GOLD:daily
2018-09-13,1201.5872941135,AlphaVantage:GOLD:daily
2018-09-14,1193.4098892033,AlphaVantage:GOLD:daily
2018-09-15,1193.4598400764,AlphaVantage:GOLD:daily
2018-09-16,1193.4028689405,AlphaVantage:GOLD:daily
2018-09-17,1199.3497412281,AlphaVantage:GOLD:daily
2018-09-18,1198.7550364257,AlphaVantage:GOLD:daily
2018-09-19,1203.6665526928,AlphaVantage:GOLD:daily
2018-09-20,1207.294382781,AlphaVantage:GOLD:daily
2018-09-21,1199.2057624902,AlphaVantage:GOLD:daily
2018-09-22,1199.2636521176,AlphaVantage:GOLD:daily
2018-09-23,1197.8343155575,AlphaVantage:GOLD:daily
2018-09-24,1198.9687776867,AlphaVantage:GOLD:daily
2018-09-25,1201.378284721,AlphaVantage:GOLD:daily
2018-09-26,1195.5960060802,AlphaVantage:GOLD:daily
2018-09-27,1183.183097804,AlphaVantage:GOLD:daily
2018-09-28,1191.9024631638,AlphaVantage:GOLD:daily
2018-09-29,1192.0087731846,AlphaVantage:GOLD:daily
2018-09-30,1190.7384364414,AlphaVantage:GOLD:daily
2018-10-01,1188.607344917,AlphaVantage:GOLD:daily
2018-10-02,1204.883972939,AlphaVantage:GOLD:daily
2018-10-03,1197.5246082999,AlphaVantage:GOLD:daily
2018-10-04,1199.156973789,AlphaVantage:GOLD:daily
2018-10-05,1202.90843482,AlphaVantage:GOLD:daily
2018-10-06,1203.1377833389,AlphaVantage:GOLD:daily
2018-10-07,1203.6229049439,AlphaVantage:GOLD:daily
2018-10-08,1189.5886370707,AlphaVantage:GOLD:daily
2018-10-09,1189.8658363571,AlphaVantage:GOLD:daily
2018-10-10,1194.4346534399,AlphaVantage:GOLD:daily
2018-10-11,1222.0040287602,AlphaVantage:GOLD:daily
2018-10-12,1217.8858729504,AlphaVantage:GOLD:daily
2018-10-13,1218.0638874509,AlphaVantage:GOLD:daily
2018-10-14,1219.4155341345,AlphaVantage:GOLD:daily
2018-10-15,1226.8024035468,AlphaVantage:GOLD:daily
2018-10-16,1224.8480313749,AlphaVantage:GOLD:daily
2018-10-17,1222.3628136138,AlphaVantage:GOLD:daily
2018-10-18,1225.4752446914,AlphaVantage:GOLD:daily
2018-10-19,1226.4451809843,AlphaVantage:GOLD:daily
2018-10-20,1226.7379810346,AlphaVantage:GOLD:daily
2018-10-21,1227.1745533085,AlphaVantage:GOLD:daily
2018-10-22,1222.1126774158,AlphaVantage:GOLD:daily
2018-10-23,1230.9026587832,AlphaVantage:GOLD:daily
2018-10-24,1234.4466505954,AlphaVantage:GOLD:daily
2018-10-25,1231.6626308659,AlphaVantage:GOLD:daily
2018-10-26,1233.8122787075,AlphaVantage:GOLD:daily
2018-10-27,1234.1336690177,AlphaVantage:GOLD:daily
2018-10-28,1232.9696072992,AlphaVantage:GOLD:daily
2018-10-29,1229.8569944026,AlphaVantage:GOLD:daily
2018-10-30,1222.5757443593,AlphaVantage:GOLD:daily
2018-10-31,1215.6240526451,AlphaVantage:GOLD:daily
2018-11-01,1232.9840072453,AlphaVantage:GOLD:daily
2018-11-02,1232.8519576821,AlphaVantage:GOLD:daily
2018-11-03,1233.0380207274,AlphaVantage:GOLD:daily
2018-11-04,1234.3240841315,AlphaVantage:GOLD:daily
2018-11-05,1231.2455240501,AlphaVantage:GOLD:daily
2018-11-06,1227.0751669757,AlphaVantage:GOLD:daily
2018-11-07,1225.780455326,AlphaVantage:GOLD:daily
2018-11-08,1223.5572257714,AlphaVantage:GOLD:daily
2018-11-09,1209.3476701635,AlphaVantage:GOLD:daily
2018-11-10,1209.4165170014,AlphaVantage:GOLD:daily
2018-11-11,1210.7417003656,AlphaVantage:GOLD:daily
2018-11-12,1201.5953580909,AlphaVantage:GOLD:daily
2018-11-13,1202.8172666299,AlphaVantage:GOLD:daily
2018-11-14,1210.8770920714,AlphaVantage:GOLD:daily
2018-11-15,1213.5119800114,AlphaVantage:GOLD:daily
2018-11-16,1221.2302052843,AlphaVantage:GOLD:daily
2018-11-17,1221.220207737,AlphaVantage:GOLD:daily
2018-11-18,1222.5686166636,AlphaVantage:GOLD:daily
2018-11-19,1224.0467340487,AlphaVantage:GOLD:daily
2018-11-20,1221.3026888641,AlphaVantage:GOLD:daily
2018-11-21,1225.7602479921,AlphaVantage:GOLD:daily
2018-11-22,1227.0514590322,AlphaVantage:GOLD:daily
2018-11-23,1222.7001327138,AlphaVantage:GOLD:daily
2018-11-24,1222.8302405918,AlphaVantage:GOLD:daily
2018-11-25,1224.2074786835,AlphaVantage:GOLD:daily
2018-11-26,1222.4773774484,AlphaVantage:GOLD:daily
2018-11-27,1214.6570521368,AlphaVantage:GOLD:daily
2018-11-28,1221.0456017474,AlphaVantage:GOLD:daily
2018-11-29,1223.9832848735,AlphaVantage:GOLD:daily
2018-11-30,1222.2344126163,AlphaVantage:GOLD:daily
2018-12-01,1222.4116960351,AlphaVantage:GOLD:daily
2018-12-02,1222.2846945511,AlphaVantage:GOLD:daily
2018-12-03,1231.2755389444,AlphaVantage:GOLD:daily
2018-12-04,1238.7019740644,AlphaVantage:GOLD:daily
2018-12-05,1237.7851911224,AlphaVantage:GOLD:daily
2018-12-06,1237.6089636263,AlphaVantage:GOLD:daily
2018-12-07,1248.2689163185,AlphaVantage:GOLD:daily
2018-12-08,1248.2855974748,AlphaVantage:GOLD:daily
2018-12-09,1248.7590456983,AlphaVantage:GOLD:daily
2018-12-10,1244.1684271612,AlphaVantage:GOLD:daily
2018-12-11,1243.2850561088,AlphaVantage:GOLD:daily
2018-12-12,1246.1603339277,AlphaVantage:GOLD:daily
2018-12-13,1242.2802198428,AlphaVantage:GOLD:daily
2018-12-14,1238.105850266,AlphaVantage:GOLD:daily
2018-12-15,1238.0987755203,AlphaVantage:GOLD:daily
2018-12-16,1237.3787368838,AlphaVantage:GOLD:daily
2018-12-17,1245.684616144,AlphaVantage:GOLD:daily
2018-12-18,1249.5966623506,AlphaVantage:GOLD:daily
2018-12-19,1243.704390632,AlphaVantage:GOLD:daily
2018-12-20,1261.4624923178,AlphaVantage:GOLD:daily
2018-12-21,1255.992623838,AlphaVantage:GOLD:daily
2018-12-22,1256.0289389068,AlphaVantage:GOLD:daily
2018-12-23,1259.2000302208,AlphaVantage:GOLD:daily
2018-12-24,1268.912672231,AlphaVantage:GOLD:daily
2018-12-25,1268.2388601069,AlphaVantage:GOLD:daily
2018-12-26,1268.4086892665,AlphaVantage:GOLD:daily
2018-12-27,1274.5977371196,AlphaVantage:GOLD:daily
2018-12-28,1280.6385962657,AlphaVantage:GOLD:daily
2018-12-29,1280.6228949761,AlphaVantage:GOLD:daily
2018-12-30,1280.1392791536,AlphaVantage:GOLD:daily
2018-12-31,1281.9979824425,AlphaVantage:GOLD:daily
2019-01-01,1281.2913893663,AlphaVantage:GOLD:daily
2019-01-02,1285.3318403003,AlphaVantage:GOLD:daily
2019-01-03,1294.7327402272,AlphaVantage:GOLD:daily
2019-01-04,1285.0480337144,AlphaVantage:GOLD:daily
2019-01-05,1285.1570783239,AlphaVantage:GOLD:daily
2019-01-06,1284.0102207214,AlphaVantage:GOLD:daily
2019-01-07,1288.7384347956,AlphaVantage:GOLD:daily
2019-01-08,1285.1923311121,AlphaVantage:GOLD:daily
2019-01-09,1293.2342772629,AlphaVantage:GOLD:daily
2019-01-10,1287.674351786,AlphaVantage:GOLD:daily
2019-01-11,1287.344231348,AlphaVantage:GOLD:daily
2019-01-12,1287.2663611555,AlphaVantage:GOLD:daily
2019-01-13,1288.4356458606,AlphaVantage:GOLD:daily
2019-01-14,1291.7617848739,AlphaVantage:GOLD:daily
2019-01-15,1289.756324366,AlphaVantage:GOLD:daily
2019-01-16,1293.3642548496,AlphaVantage:GOLD:daily
2019-01-17,1291.9265617055,AlphaVantage:GOLD:daily
2019-01-18,1281.5950031391,AlphaVantage:GOLD:daily
2019-01-19,1281.5416249727,AlphaVantage:GOLD:daily
2019-01-20,1282.3800974609,AlphaVantage:GOLD:daily
2019-01-21,1279.9306608759,AlphaVantage:GOLD:daily
2019-01-22,1284.8305804618,AlphaVantage:GOLD:daily
2019-01-23,1283.1506697477,AlphaVantage:GOLD:daily
2019-01-24,1281.3403284011,AlphaVantage:GOLD:daily
2019-01-25,1303.2557782024,AlphaVantage:GOLD:daily
2019-01-26,1303.3136750187,AlphaVantage:GOLD:daily
2019-01-27,1300.2548499506,AlphaVantage:GOLD:daily
2019-01-28,1303.7362793615,AlphaVantage:GOLD:daily
2019-01-29,1311.0991530787,AlphaVantage:GOLD:daily
2019-01-30,1319.3673413832,AlphaVantage:GOLD:daily
2019-01-31,1320.8850204905,AlphaVantage:GOLD:daily
2019-02-01,1317.7455267729,AlphaVantage:GOLD:daily
2019-02-02,1317.6532595448,AlphaVantage:GOLD:daily
2019-02-03,1317.3755244801,AlphaVantage:GOLD:daily
2019-02-04,1311.9426538561,AlphaVantage:GOLD:daily
2019-02-05,1314.6851441882,AlphaVantage:GOLD:daily
2019-02-06,1306.6834657206,AlphaVantage:GOLD:daily
2019-02-07,1310.3519169509,AlphaVantage:GOLD:daily
2019-02-08,1314.0657425304,AlphaVantage:GOLD:daily
2019-02-09,1314.1036170702,AlphaVantage:GOLD:daily
2019-02-10,1313.8964255448,AlphaVantage:GOLD:daily
2019-02-11,1307.751360396,AlphaVantage:GOLD:daily
2019-02-12,1310.5463062391,AlphaVantage:GOLD:daily
2019-02-13,1307.0036372764,AlphaVantage:GOLD:daily
2019-02-14,1312.2691550903,AlphaVantage:GOLD:daily
2019-02-15,1321.1223227006,AlphaVantage:GOLD:daily
2019-02-16,1321.1784912142,AlphaVantage:GOLD:daily
2019-02-17,1321.1086743996,AlphaVantage:GOLD:daily
2019-02-18,1326.2936544025,AlphaVantage:GOLD:daily
2019-02-19,1340.4180858216,AlphaVantage:GOLD:daily
2019-02-20,1339.8269047349,AlphaVantage:GOLD:daily
2019-02-21,1325.091231356,AlphaVantage:GOLD:daily
2019-02-22,1327.8528291174,AlphaVantage:GOLD:daily
2019-02-23,1327.9242552005,AlphaVantage:GOLD:daily
2019-02-24,1327.871355823,AlphaVantage:GOLD:daily
2019-02-25,1327.5420788312,AlphaVantage:GOLD:daily
2019-02-26,1329.1835355923,AlphaVantage:GOLD:daily
2019-02-27,1320.67216133,AlphaVantage:GOLD:daily
2019-02-28,1313.6853338553,AlphaVantage:GOLD:daily
2019-03-01,1293.5447863036,AlphaVantage:GOLD:daily
2019-03-02,1293.5482875431,AlphaVantage:GOLD:daily
2019-03-03,1295.3283981321,AlphaVantage:GOLD:daily
2019-03-04,1286.8609966381,AlphaVantage:GOLD:daily
2019-03-05,1287.9505024306,AlphaVantage:GOLD:daily
2019-03-06,1286.8868106231,AlphaVantage:GOLD:daily
2019-03-07,1285.6387334676,AlphaVantage:GOLD:daily
2019-03-08,1298.3527728789,AlphaVantage:GOLD:daily
2019-03-09,1298.5242272158,AlphaVantage:GOLD:daily
2019-03-10,1297.185108315,AlphaVantage:GOLD:daily
2019-03-11,1292.870772191,AlphaVantage:GOLD:daily
2019-03-12,1301.9698872672,AlphaVantage:GOLD:daily
2019-03-13,1309.1550247849,AlphaVantage:GOLD:daily
2019-03-14,1296.3803910781,AlphaVantage:GOLD:daily
2019-03-15,1301.787995338,AlphaVantage:GOLD:daily
2019-03-16,1302.1172426365,AlphaVantage:GOLD:daily
2019-03-17,1300.5254122666,AlphaVantage:GOLD:daily
2019-03-18,1303.5743234041,AlphaVantage:GOLD:daily
2019-03-19,1306.0167241019,AlphaVantage:GOLD:daily
2019-03-20,1314.5161081742,AlphaVantage:GOLD:daily
2019-03-21,1308.9220421632,AlphaVantage:GOLD:daily
2019-03-22,1313.5258175634,AlphaVantage:GOLD:daily
2019-03-23,1313.7238158422,AlphaVantage:GOLD:daily
2019-03-24,1312.1207151058,AlphaVantage:GOLD:daily
2019-03-25,1321.5369383811,AlphaVantage:GOLD:daily
2019-03-26,1315.9086742662,AlphaVantage:GOLD:daily
2019-03-27,1309.2754976824,AlphaVantage:GOLD:daily
2019-03-28,1291.2591349968,AlphaVantage:GOLD:daily
2019-03-29,1292.0042871407,AlphaVantage:GOLD:daily
2019-03-30,1292.0564370252,AlphaVantage:GOLD:daily
2019-03-31,1291.8811727697,AlphaVantage:GOLD:daily
2019-04-01,1287.2882845119,AlphaVantage:GOLD:daily
2019-04-02,1292.1984810736,AlphaVantage:GOLD:daily
2019-04-03,1291.2160615173,AlphaVantage:GOLD:daily
2019-04-04,1292.1126807823,AlphaVantage:GOLD:daily
2019-04-05,1291.5872907748,AlphaVantage:GOLD:daily
2019-04-06,1291.7309841053,AlphaVantage:GOLD:daily
2019-04-07,1291.9145527715,AlphaVantage:GOLD:daily
2019-04-08,1297.9865911588,AlphaVantage:GOLD:daily
2019-04-09,1304.5300053367,AlphaVantage:GOLD:daily
2019-04-10,1308.2807254722,AlphaVantage:GOLD:daily
2019-04-11,1292.2138340717,AlphaVantage:GOLD:daily
2019-04-12,1290.2760760711,AlphaVantage:GOLD:daily
2019-04-13,1290.4141584241,AlphaVantage:GOLD:daily
2019-04-14,1290.0895322135,AlphaVantage:GOLD:daily
2019-04-15,1288.2626916109,AlphaVantage:GOLD:daily
2019-04-16,1276.6584029921,AlphaVantage:GOLD:daily
2019-04-17,1273.9721325856,AlphaVantage:GOLD:daily
2019-04-18,1275.3976447853,AlphaVantage:GOLD:daily
2019-04-19,1274.7098197623,AlphaVantage:GOLD:daily
2019-04-20,1275.5915555839,AlphaVantage:GOLD:daily
2019-04-21,1277.0087347397,AlphaVantage:GOLD:daily
2019-04-22,1274.9715396805,AlphaVantage:GOLD:daily
